"date" "time" "size" "r_version" "r_arch" "r_os" "package" "version" "country" "ip_id"
"10232810" "2014-09-04" "18:28:58" 14621 NA NA NA "dosresmeta" "1.3.0" "CN" 12002
"10253648" "2014-09-05" "00:07:56" 64227 "3.1.0" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "JP" 4
"10296959" "2014-09-05" "09:30:00" 64227 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 2514
"10339635" "2014-09-05" "15:56:31" 64222 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 7548
"10416923" "2014-09-06" "01:51:52" 64340 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 449
"10425900" "2014-09-06" "03:50:30" 62262 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 847
"10455917" "2014-09-06" "12:56:38" 64340 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 3254
"10481017" "2014-09-06" "16:41:05" 64345 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "GB" 4759
"10488646" "2014-09-06" "17:18:44" 64345 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 5228
"10502741" "2014-09-06" "18:11:07" 64408 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 5234
"10547016" "2014-09-06" "22:47:22" 517 NA NA NA "dosresmeta" "1.3.0" "CN" 7479
"10568511" "2014-09-07" "00:42:08" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 384
"10568512" "2014-09-07" "00:42:09" 64279 NA NA NA "dosresmeta" "1.3.0" "CN" 384
"10582904" "2014-09-07" "03:54:50" 64403 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "VN" 469
"10612714" "2014-09-07" "10:23:01" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 765
"10612715" "2014-09-07" "10:23:02" 64279 NA NA NA "dosresmeta" "1.3.0" "CN" 765
"10644747" "2014-09-07" "16:55:48" 64408 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 5537
"10658344" "2014-09-07" "18:00:07" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 697
"10658345" "2014-09-07" "18:00:08" 64272 NA NA NA "dosresmeta" "1.3.0" "CN" 697
"10685540" "2014-09-07" "21:18:18" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 937
"10685541" "2014-09-07" "21:18:19" 64272 NA NA NA "dosresmeta" "1.3.0" "CN" 937
"10712875" "2014-09-08" "00:27:45" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 578
"10712876" "2014-09-08" "00:27:46" 64272 NA NA NA "dosresmeta" "1.3.0" "CN" 578
"10716876" "2014-09-08" "01:07:07" 10034 NA NA NA "dosresmeta" "1.2.2" "NL" 315
"10719981" "2014-09-08" "01:56:58" 62267 NA NA NA "dosresmeta" "1.3.0" "NL" 266
"10735671" "2014-09-08" "03:10:22" 64267 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 635
"10739497" "2014-09-08" "04:08:59" 64267 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "TH" 1659
"10746031" "2014-09-08" "05:20:39" 21311 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2433
"10747723" "2014-09-08" "05:20:51" 62267 NA NA NA "dosresmeta" "1.3.0" "NL" 315
"10779377" "2014-09-08" "09:51:13" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 4535
"10779378" "2014-09-08" "09:51:14" 64245 NA NA NA "dosresmeta" "1.3.0" "CN" 4535
"10783511" "2014-09-08" "10:28:41" 21311 "2.15.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 4953
"10797461" "2014-09-08" "11:47:11" 62262 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "IT" 4321
"10817237" "2014-09-08" "13:11:56" 64273 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 6035
"10818863" "2014-09-08" "13:41:41" 21311 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 3670
"10865211" "2014-09-08" "16:27:50" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 9449
"10865212" "2014-09-08" "16:27:51" 64272 NA NA NA "dosresmeta" "1.3.0" "CN" 9449
"10895799" "2014-09-08" "18:30:00" 21311 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9288
"10912302" "2014-09-08" "19:05:23" 21311 "2.15.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 12022
"10944522" "2014-09-09" "05:32:00" 64272 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "AU" 375
"10967281" "2014-09-09" "08:27:06" 64267 "2.15.2" "i386" "mingw32" "dosresmeta" "1.3.0" "VN" 800
"10981874" "2014-09-09" "11:58:23" 21311 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IN" 2320
"11012312" "2014-09-09" "14:41:36" 21311 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "CH" 7657
"11045364" "2014-09-09" "16:29:38" 64267 "3.0.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 8671
"11065632" "2014-09-09" "18:06:08" 61372 NA NA NA "dosresmeta" "1.3.0" "NL" 162
"11080477" "2014-09-09" "19:19:23" 11634 NA NA NA "dosresmeta" "1.0" "NL" 6
"11092819" "2014-09-09" "20:56:55" 64440 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 13105
"11106498" "2014-09-09" "21:34:30" 64440 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 7276
"11119535" "2014-09-09" "22:22:55" 64190 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "MX" 6239
"11191016" "2014-09-10" "09:18:43" 64445 NA NA NA "dosresmeta" "1.3.0" "JP" 501
"11191807" "2014-09-10" "09:16:58" 64445 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "ES" 5240
"11208221" "2014-09-10" "11:36:39" 21311 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IR" 4405
"11212381" "2014-09-10" "12:59:23" 21317 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CH" 3824
"11262187" "2014-09-10" "16:09:31" 64440 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 1153
"11279889" "2014-09-10" "18:15:06" 64229 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 11452
"11281079" "2014-09-10" "18:41:28" 21311 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 12331
"11321114" "2014-09-10" "20:05:26" 64229 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "SA" 7097
"11330172" "2014-09-10" "21:36:00" 61275 NA NA NA "dosresmeta" "1.3.0" "NL" 191
"11349981" "2014-09-10" "23:58:40" 64224 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "AU" 14513
"11414680" "2014-09-11" "09:59:28" 64224 "2.15.3" "i386" "mingw32" "dosresmeta" "1.3.0" "UA" 5339
"11466498" "2014-09-11" "14:18:54" 61372 NA NA NA "dosresmeta" "1.3.0" "NL" 135
"11495766" "2014-09-11" "17:14:22" 64224 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 11373
"11498995" "2014-09-11" "17:59:32" 15837 NA NA NA "dosresmeta" "1.1" "NL" 26
"11548677" "2014-09-11" "21:24:04" 64341 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 13984
"11578270" "2014-09-12" "02:36:17" 64341 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "BR" 60
"11608462" "2014-09-12" "05:05:41" 64341 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2193
"11613462" "2014-09-12" "06:27:54" 64336 "3.1.0" "i386" "mingw32" "dosresmeta" "1.3.0" "CN" 2522
"11657911" "2014-09-12" "11:04:38" 21311 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 6258
"11661019" "2014-09-12" "11:56:51" 64370 "3.1.0" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IN" 3583
"11662046" "2014-09-12" "11:21:25" 64341 NA NA NA "dosresmeta" "1.3.0" "DE" 6275
"11739184" "2014-09-12" "18:33:45" 64382 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 11599
"11760679" "2014-09-12" "21:06:50" 64383 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 13203
"11783353" "2014-09-12" "23:22:35" 64377 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CZ" 14324
"11790397" "2014-09-13" "00:14:49" 64383 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 4
"11819910" "2014-09-13" "06:07:08" 64377 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "KR" 149
"11831533" "2014-09-13" "07:25:02" 64377 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 1930
"11838408" "2014-09-13" "09:47:37" 64377 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "IL" 2742
"11852940" "2014-09-13" "11:10:25" 64308 NA NA NA "dosresmeta" "1.3.0" "US" 3
"11870295" "2014-09-13" "14:44:47" 21311 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "KR" 3545
"11898134" "2014-09-13" "19:03:05" 64258 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "BE" 6088
"11950260" "2014-09-13" "22:52:48" 517 NA NA NA "dosresmeta" "1.3.0" "CN" 7835
"11969026" "2014-09-14" "01:22:57" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 673
"11969027" "2014-09-14" "01:22:58" 64285 NA NA NA "dosresmeta" "1.3.0" "CN" 673
"11998762" "2014-09-14" "07:45:43" 10038 NA NA NA "dosresmeta" "1.2.1" "NL" 238
"12021243" "2014-09-14" "12:23:52" 64263 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IE" 3754
"12055641" "2014-09-14" "16:12:48" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 5698
"12055642" "2014-09-14" "16:12:49" 64285 NA NA NA "dosresmeta" "1.3.0" "CN" 5698
"12057576" "2014-09-14" "16:58:24" 21311 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 5145
"12061552" "2014-09-14" "17:39:59" 64280 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "MX" 6587
"12065002" "2014-09-14" "17:48:35" 21317 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 5575
"12090416" "2014-09-14" "20:44:45" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 8330
"12090417" "2014-09-14" "20:44:46" 64317 NA NA NA "dosresmeta" "1.3.0" "CN" 8330
"12109115" "2014-09-14" "22:45:08" 11634 NA NA NA "dosresmeta" "1.0" "NL" 202
"12131162" "2014-09-15" "02:46:41" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 1297
"12131163" "2014-09-15" "02:46:42" 64317 NA NA NA "dosresmeta" "1.3.0" "CN" 1297
"12135224" "2014-09-15" "02:44:05" 62262 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "MX" 10
"12147614" "2014-09-15" "04:57:39" 64317 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "AU" 521
"12162942" "2014-09-15" "06:00:42" 64317 NA NA NA "dosresmeta" "1.3.0" "JP" 336
"12217532" "2014-09-15" "13:12:28" 61367 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 6663
"12229992" "2014-09-15" "14:24:50" 62262 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "ES" 4208
"12288117" "2014-09-15" "18:34:47" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 12174
"12288118" "2014-09-15" "18:34:47" 64370 NA NA NA "dosresmeta" "1.3.0" "CN" 12174
"12332365" "2014-09-15" "22:20:51" 64365 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "BR" 8451
"12338388" "2014-09-15" "23:01:39" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 15301
"12338389" "2014-09-15" "23:01:39" 64203 NA NA NA "dosresmeta" "1.3.0" "CN" 15301
"12364205" "2014-09-16" "01:04:40" 64365 "3.0.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 1
"12396997" "2014-09-16" "05:24:18" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 3259
"12396998" "2014-09-16" "05:24:19" 64370 NA NA NA "dosresmeta" "1.3.0" "CN" 3259
"12494797" "2014-09-16" "16:24:47" 64365 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 10282
"12543705" "2014-09-16" "21:58:42" 64370 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CA" 12238
"12551400" "2014-09-16" "21:43:27" 64198 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 14662
"12551926" "2014-09-16" "21:44:07" 64203 NA NA NA "dosresmeta" "1.3.0" "JP" 1343
"12559229" "2014-09-16" "22:38:18" 34889 NA NA NA "dosresmeta" "1.3.0" "CN" 16322
"12564459" "2014-09-16" "22:38:19" 64365 NA NA NA "dosresmeta" "1.3.0" "CN" 16322
"12568772" "2014-09-16" "22:38:18" 64370 NA NA NA "dosresmeta" "1.3.0" "CN" 16322
"12582313" "2014-09-17" "01:58:49" 64365 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 788
"12587108" "2014-09-17" "01:04:19" 64370 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "CZ" 113
"12607117" "2014-09-17" "04:37:03" 64371 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "MX" 1474
"12656265" "2014-09-17" "10:22:20" 64203 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "EU" 5497
"12669081" "2014-09-17" "11:12:03" 64365 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 6222
"12725203" "2014-09-17" "16:14:34" 64365 "3.1.0" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "TW" 9160
"12725806" "2014-09-17" "16:48:35" 21311 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "DE" 9139
"12769345" "2014-09-17" "18:25:18" 64363 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 12039
"12776040" "2014-09-17" "19:49:27" 64358 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 13694
"12784581" "2014-09-17" "19:15:08" 64358 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 8818
"12815429" "2014-09-17" "23:13:02" 21322 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "DE" 15221
"12867165" "2014-09-18" "06:06:55" 64363 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "EU" 3194
"12875690" "2014-09-18" "08:44:04" 64369 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "EU" 3194
"12881314" "2014-09-18" "08:43:36" 64363 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 29
"12935490" "2014-09-18" "13:33:42" 64358 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TR" 5111
"12961031" "2014-09-18" "16:37:10" 64369 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IT" 11338
"13007852" "2014-09-18" "21:00:48" 64358 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "US" 13999
"13120903" "2014-09-19" "13:53:56" 21311 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 7514
"13154707" "2014-09-19" "15:18:18" 64364 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9310
"13190113" "2014-09-19" "19:59:42" 64429 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "BR" 11726
"13198653" "2014-09-19" "20:57:16" 64429 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 12516
"13222971" "2014-09-20" "00:41:27" 64434 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 10
"13244353" "2014-09-20" "06:01:27" 64429 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "IN" 528
"13251678" "2014-09-20" "08:53:33" 61367 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 2463
"13258712" "2014-09-20" "09:42:42" 64429 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TW" 2739
"13300456" "2014-09-20" "17:27:57" 64429 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "IT" 5666
"13325512" "2014-09-20" "20:29:30" 64442 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "IT" 6866
"13341334" "2014-09-21" "00:46:01" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 402
"13341335" "2014-09-21" "00:46:02" 64264 NA NA NA "dosresmeta" "1.3.0" "CN" 402
"13352874" "2014-09-21" "02:32:57" 21311 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 931
"13365512" "2014-09-21" "04:20:48" 64259 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "TW" 1314
"13384125" "2014-09-21" "08:13:19" 14621 NA NA NA "dosresmeta" "1.3.0" "NL" 18
"13392126" "2014-09-21" "09:45:08" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 3211
"13392127" "2014-09-21" "09:45:09" 64264 NA NA NA "dosresmeta" "1.3.0" "CN" 3211
"13445578" "2014-09-21" "18:05:01" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 7071
"13445579" "2014-09-21" "18:05:02" 64387 NA NA NA "dosresmeta" "1.3.0" "CN" 7071
"13453638" "2014-09-22" "00:02:56" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 234
"13453639" "2014-09-22" "00:02:57" 64387 NA NA NA "dosresmeta" "1.3.0" "CN" 234
"13468423" "2014-09-22" "04:56:24" 64388 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 1439
"13476842" "2014-09-22" "05:01:40" 64387 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CA" 1931
"13550086" "2014-09-24" "04:16:59" 64345 "3.1.0" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "SA" 2169
"13587120" "2014-09-24" "09:27:15" 64345 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KE" 3573
"13651361" "2014-09-24" "16:58:33" 21311 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2680
"13658210" "2014-09-24" "16:43:44" 64345 "3.1.0" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "BR" 9941
"13698236" "2014-09-24" "20:46:42" 14621 NA NA NA "dosresmeta" "1.1" "NL" 354
"13751947" "2014-09-25" "04:31:52" 64392 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "HK" 2628
"13778859" "2014-09-25" "07:17:08" 64313 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 3581
"13794982" "2014-09-25" "09:18:13" 64313 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "IN" 4148
"13818664" "2014-09-25" "12:41:54" 64308 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 7370
"13856618" "2014-09-25" "15:39:33" 64319 NA NA NA "dosresmeta" "1.3.0" "BG" 9933
"13861887" "2014-09-25" "15:17:12" 64313 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9988
"13864804" "2014-09-25" "15:26:33" 64322 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9988
"13874884" "2014-09-25" "16:51:24" 64308 "3.2.0" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 10877
"13892942" "2014-09-25" "17:34:55" 64005 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "FR" 11738
"13912964" "2014-09-25" "18:38:44" 64292 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9988
"14065872" "2014-09-26" "15:41:33" 10034 NA NA NA "dosresmeta" "1.2.2" "NL" 856
"14095420" "2014-09-26" "18:32:19" 64287 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "TH" 10787
"14106314" "2014-09-26" "19:35:54" 64292 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 9324
"14133641" "2014-09-26" "22:15:08" 14964 NA NA NA "dosresmeta" "1.2" "NL" 1212
"14137665" "2014-09-26" "23:25:35" 64229 "3.1.0" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "PE" 14028
"14145405" "2014-09-27" "01:19:41" 64292 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CO" 457
"14150785" "2014-09-27" "02:04:33" 64234 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 992
"14152546" "2014-09-27" "03:11:16" 64240 "3.0.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 992
"14169024" "2014-09-27" "07:19:34" 64287 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "PL" 2275
"14269695" "2014-09-28" "01:50:10" 517 NA NA NA "dosresmeta" "1.3.0" "CN" 540
"14294289" "2014-09-28" "05:53:42" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 1833
"14294290" "2014-09-28" "05:53:44" 64280 NA NA NA "dosresmeta" "1.3.0" "CN" 1833
"14300324" "2014-09-28" "06:42:30" 64370 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2037
"14302592" "2014-09-28" "07:39:03" 64370 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "CN" 52
"14353577" "2014-09-28" "18:29:07" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 6418
"14353578" "2014-09-28" "18:29:07" 64228 NA NA NA "dosresmeta" "1.3.0" "CN" 6418
"14404084" "2014-09-29" "03:39:18" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 1788
"14404085" "2014-09-29" "03:39:20" 64424 NA NA NA "dosresmeta" "1.3.0" "CN" 1788
"14424942" "2014-09-29" "06:04:58" 64419 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "CN" 2278
"14470374" "2014-09-29" "11:36:38" 64424 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IL" 4713
"14475851" "2014-09-29" "11:36:49" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 5958
"14475852" "2014-09-29" "11:36:50" 64424 NA NA NA "dosresmeta" "1.3.0" "CN" 5958
"14492091" "2014-09-29" "13:32:01" 64419 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 81
"14526199" "2014-09-29" "15:25:55" 64430 NA NA NA "dosresmeta" "1.3.0" "JP" 342
"14527005" "2014-09-29" "15:19:44" 64419 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 8087
"14581239" "2014-09-29" "20:24:09" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 13615
"14581240" "2014-09-29" "20:24:10" 64424 NA NA NA "dosresmeta" "1.3.0" "CN" 13615
"14621475" "2014-09-29" "23:28:29" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 15658
"14621476" "2014-09-29" "23:28:30" 64228 NA NA NA "dosresmeta" "1.3.0" "CN" 15658
"14662671" "2014-09-30" "04:23:55" 64419 "3.1.0" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 2044
"14662749" "2014-09-30" "04:10:04" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 2564
"14662750" "2014-09-30" "04:10:05" 64424 NA NA NA "dosresmeta" "1.3.0" "CN" 2564
"14679535" "2014-09-30" "06:02:12" 64425 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 2044
"14697813" "2014-09-30" "07:05:25" 64424 "3.1.0" "i386" "mingw32" "dosresmeta" "1.3.0" "CZ" 3406
"14721253" "2014-09-30" "10:43:33" 64428 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 5214
"14726794" "2014-09-30" "10:48:36" 64424 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "TR" 4813
"14727776" "2014-09-30" "10:34:00" 64425 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 5214
"14777319" "2014-09-30" "14:32:59" 64424 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2081
"14797813" "2014-09-30" "16:26:18" 64419 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "MM" 5893
"14799298" "2014-09-30" "16:02:27" 64419 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 7821
"14817924" "2014-09-30" "17:29:04" 64419 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 7821
"14838769" "2014-09-30" "20:13:13" 64382 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "AU" 14423
"14915285" "2014-10-01" "07:36:22" 61367 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 3771
"14925398" "2014-10-01" "08:47:41" 64377 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "VN" 2860
"14951311" "2014-10-01" "11:07:28" 64377 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 4427
"14961788" "2014-10-01" "12:05:20" 64377 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 6288
"14969723" "2014-10-01" "13:14:23" 21316 NA NA NA "dosresmeta" "1.3.0" "NL" 223
"15002829" "2014-10-01" "15:07:27" 64383 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 6288
"15051539" "2014-10-01" "19:46:46" 64155 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 12600
"15108371" "2014-10-02" "01:14:18" 64160 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 27
"15126205" "2014-10-02" "04:56:18" 64155 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 2472
"15138315" "2014-10-02" "05:57:21" 64278 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "RU" 2860
"15154855" "2014-10-02" "07:24:57" 64155 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DK" 3662
"15160818" "2014-10-02" "07:47:43" 64160 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 2856
"15207263" "2014-10-02" "11:46:02" 64161 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 1386
"15232604" "2014-10-02" "14:52:04" 64160 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TN" 8168
"15241703" "2014-10-02" "14:10:54" 64155 "3.0.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "MX" 7558
"15266835" "2014-10-02" "17:44:38" 21316 NA NA NA "dosresmeta" "1.3.0" "US" 220
